OPEID6,INSTNM,CIPCODE,CIPDESC,EARN_MDN_HI_1YR,EARN_MDN_HI_2YR,DEBT_ALL_STGP_EVAL_MDN
3735,Virginia Commonwealth University,2799,"Mathematics and Statistics, Other.",,,
3735,Virginia Commonwealth University,5201,"Business/Commerce, General.",,,23250
3735,Virginia Commonwealth University,5201,"Business/Commerce, General.",43919,44735,21298
3735,Virginia Commonwealth University,5201,"Business/Commerce, General.",60953,67420,54332
3735,Virginia Commonwealth University,5201,"Business/Commerce, General.",,,
3735,Virginia Commonwealth University,5201,"Business/Commerce, General.",,,
3735,Virginia Commonwealth University,5202,"Business Administration, Management and Operations.",,,
3735,Virginia Commonwealth University,5202,"Business Administration, Management and Operations.",94094,93467,41000
3735,Virginia Commonwealth University,5202,"Business Administration, Management and Operations.",,,40495
3735,Virginia Commonwealth University,5203,Accounting and Related Services.,52310,47260,23500
3735,Virginia Commonwealth University,5203,Accounting and Related Services.,49669,60623,
3735,Virginia Commonwealth University,5203,Accounting and Related Services.,,68499,
3735,Virginia Commonwealth University,5203,Accounting and Related Services.,,,
3735,Virginia Commonwealth University,5206,Business/Managerial Economics.,40239,46217,18000
3735,Virginia Commonwealth University,5206,Business/Managerial Economics.,,,
3735,Virginia Commonwealth University,5208,Finance and Financial Management Services.,,57318,
3735,Virginia Commonwealth University,5210,Human Resources Management and Services.,,,
3735,Virginia Commonwealth University,5211,International Business.,,,
3735,Virginia Commonwealth University,5211,International Business.,,,
3735,Virginia Commonwealth University,5213,Management Sciences and Quantitative Methods.,80142,,41000
3735,Virginia Commonwealth University,5214,Marketing.,40690,38721,20500
3735,Virginia Commonwealth University,5215,Real Estate.,,48432,
3735,Virginia Commonwealth University,5215,Real Estate.,,,
3735,Virginia Commonwealth University,5216,Taxation.,,,
3745,University of Virginia-Main Campus,2701,Mathematics.,54404,49019,17468
3745,University of Virginia-Main Campus,2701,Mathematics.,,,
3745,University of Virginia-Main Campus,2701,Mathematics.,,,
3745,University of Virginia-Main Campus,2703,Applied Mathematics.,,,
3745,University of Virginia-Main Campus,2705,Statistics.,57205,61020,16295
3745,University of Virginia-Main Campus,2705,Statistics.,,,
3745,University of Virginia-Main Campus,2705,Statistics.,,,
3745,University of Virginia-Main Campus,5201,"Business/Commerce, General.",76602,82440,
3745,University of Virginia-Main Campus,5201,"Business/Commerce, General.",103426,107256,61118
3745,University of Virginia-Main Campus,5202,"Business Administration, Management and Operations.",,,
3745,University of Virginia-Main Campus,5202,"Business Administration, Management and Operations.",157071,155263,71452
3745,University of Virginia-Main Campus,5202,"Business Administration, Management and Operations.",,,
3745,University of Virginia-Main Campus,5202,"Business Administration, Management and Operations.",,,
3745,University of Virginia-Main Campus,5203,Accounting and Related Services.,,,
3745,University of Virginia-Main Campus,5203,Accounting and Related Services.,61842,64415,
3745,University of Virginia-Main Campus,5203,Accounting and Related Services.,,,
3745,University of Virginia-Main Campus,5210,Human Resources Management and Services.,,,
3745,University of Virginia-Main Campus,5210,Human Resources Management and Services.,,,
3745,University of Virginia-Main Campus,5211,International Business.,,,
3745,University of Virginia-Main Campus,5212,Management Information Systems and Services.,139548,144240,
3745,University of Virginia-Main Campus,5213,Management Sciences and Quantitative Methods.,,,18286
3745,University of Virginia-Main Campus,5213,Management Sciences and Quantitative Methods.,,,44234
3753,Virginia Military Institute,2703,Applied Mathematics.,39105,,
3762,Virginia University of Lynchburg,5201,"Business/Commerce, General.",,,
3762,Virginia University of Lynchburg,5202,"Business Administration, Management and Operations.",,,
3762,Virginia University of Lynchburg,5202,"Business Administration, Management and Operations.",,,
3762,Virginia University of Lynchburg,5202,"Business Administration, Management and Operations.",,,
3762,Virginia University of Lynchburg,5210,Human Resources Management and Services.,,,
3762,Virginia University of Lynchburg,5210,Human Resources Management and Services.,,,
3762,Virginia University of Lynchburg,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3762,Virginia University of Lynchburg,5299,"Business, Management, Marketing, and Related Support Services, Other.",,21964,
3762,Virginia University of Lynchburg,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
3764,Virginia State University,2701,Mathematics.,41203,41193,
3764,Virginia State University,2701,Mathematics.,,,
3764,Virginia State University,5202,"Business Administration, Management and Operations.",31564,32382,26250
3764,Virginia State University,5203,Accounting and Related Services.,49619,28019,26000
3764,Virginia State University,5206,Business/Managerial Economics.,,,
3764,Virginia State University,5206,Business/Managerial Economics.,,,45870
